timestamp,acquisition,rpm,temp1,temp2,life_fraction,true_damage,load_factor,is_transient,rms,peak,kurtosis,crest_factor,bsf,bpfo,ftf,bpfi,elapsed_hours,rms_norm,valid_analysis,is_healthy_baseline,z_rms,severity_rms,z_bpfo,severity_bpfo,z_bpfi,severity_bpfi,z_bsf,severity_bsf,z_ftf,severity_ftf,max_severity,smoothed_severity,anomaly_score,anomaly_tier,is_anomaly,fault_channel,temp_delta,thermal_asymmetry_flag
2026-05-01 00:00:00,0,1769.5583188379128,31.744072524700332,32.03678727901644,0.0,0.0,1.0,False,0.4793820043877161,1.9160374864047967,2.715742224473582,3.9968907236141007,2.07041340385097,2.1558078047851295,1.741375490360003,1.730025525666004,0.0,0.479501657975014,True,True,-0.8130223203215056,-0.23229209152043015,0.17088924329669455,0.04272231082417364,-0.007616846686788133,-0.0019042116716970333,0.4475927247190401,0.11189818117976003,0.3104023325224019,0.07760058313060048,0.06697190001574255,0.06697190001574255,0.05737367866600042,normal,0,none,-0.29271475431610483,False
2026-05-01 00:10:00,1,1767.978004753923,33.540226868315415,33.277809772849764,0.0041841004184100415,0.0,1.00835992926089,False,0.48028561042973855,1.7725802820804248,2.679991034008379,3.6906795531400527,1.146392549319413,1.5079481725287656,1.657104109886606,1.763810299062894,0.16666666666666666,0.480834901890626,True,True,-0.762706267564101,-0.217916076446886,-0.6716440709467095,-0.16791101773667738,0.0797798040553084,0.0199449510138271,-0.9828032042617229,-0.2457008010654307,0.08818247540690029,0.022045618851725072,0.11189818117976003,0.07388363557943754,0.05850542542723214,normal,0,none,0.2624170954656506,False
2026-05-01 00:20:00,2,1771.604422971658,32.07034290224084,32.24387918782854,0.008368200836820083,0.0,1.0016470735013066,False,0.4791107579106702,1.771308070535044,2.7269563373574783,3.6970743012731573,1.2888526415946127,1.2170334230105548,1.9664236215633428,1.2408330552594156,0.3333333333333333,0.4786768595211692,True,True,-0.8441498597251492,-0.24118567420718548,-1.049975048631205,-0.26249376215780124,-1.2730917687628818,-0.31827294219072044,-0.7622731858824566,-0.19056829647061416,0.9038441781309972,0.2259610445327493,0.2259610445327493,0.0972801600337932,0.06249359490811537,normal,0,none,-0.1735362855877014,False
2026-05-01 00:30:00,3,1770.4847617657142,31.53473382696652,31.311034814264005,0.012552301255230125,0.0,1.0150920100105694,False,0.4874074770260734,1.7051939455570346,2.704457745493436,3.4984977168616904,0.8972850392697594,1.415212642704319,2.6017862271891397,1.4611115205326928,0.5,0.48727402402253,True,True,-0.5196965638584382,-0.14848473253098235,-0.7922454626694633,-0.19806136566736582,-0.703261097728523,-0.17581527443213074,-1.3684247695176288,-0.3421061923794072,2.5792669212444634,0.6448167303111159,0.2259610445327493,0.11707721918747875,0.06606496263150045,normal,0,none,0.22369901270251447,False
2026-05-01 00:40:00,4,1769.2108840686235,31.765055843494622,31.9209909140504,0.016736401673640166,0.0,0.9992768005521357,False,0.4778770514317811,1.934882629349681,2.7187676973930524,4.048913048978862,1.5393875443865042,1.316862462331349,1.1125532455742504,1.4837606433193586,0.6666666666666666,0.4780901975286765,True,True,-0.8662902313551041,-0.24751149467288688,-0.9201486369071897,-0.23003715922679743,-0.6446708727609846,-0.16116771819024614,-0.374441998671006,-0.0936104996677515,-1.347773771896006,-0.3369434429740015,0.5731625706631258,0.18724419633757833,0.08030077529845343,normal,0,none,-0.1559350705557776,False
2026-05-01 00:50:00,5,1771.6624688856477,31.308284520880026,31.299760717150562,0.02092050209205021,0.0,0.9985794606416336,False,0.48083790565013734,1.7353727723746206,2.691798669096372,3.6090598348901715,1.5942080512088914,3.7873199402160354,2.0865943715084088,1.5328977977815659,0.8333333333333334,0.4803867034199032,True,True,-0.7796210853514558,-0.22274888152898736,2.2926502826525033,0.5731625706631258,-0.5175596834525704,-0.1293899208631426,-0.2895791631637292,-0.0723947907909323,1.220729065173821,0.30518226629345524,0.1550926338643048,0.18229780211092084,0.0792116666046043,normal,0,none,0.008523803729463708,False
2026-05-01 01:00:00,6,1771.3494905527568,29.828755362909245,30.626016945297945,0.02510460251046025,0.0,1.0129877627768331,False,0.486244130305205,1.8708000470067898,2.7181902798477298,3.847450139567811,1.1982461461927398,1.0524930714725562,1.463540943447214,1.9727855310173552,1.0,0.48587368852413365,True,True,-0.5725446241348158,-0.16358417832423308,-1.2639577090807563,-0.3159894272701891,0.6203705354572192,0.1550926338643048,-0.9025331827499049,-0.22563329568747623,-0.42223492783671196,-0.10555873195917799,0.35416160742859476,0.20873838754440915,0.08519370187591399,normal,0,none,-0.7972615823886997,False
2026-05-01 01:10:00,7,1769.9803021140272,30.493103847768502,30.60284567768245,0.029288702928870293,0.0,1.0290338167810233,False,0.49279666058338467,1.864039592740166,2.687140367238199,3.782573507161089,1.8983410949407111,2.0704877343381534,1.9433596048036852,2.280600537890682,1.1666666666666667,0.49280214485482904,True,True,-0.3110676579319624,-0.0888764736948464,0.05993156335171856,0.01498289083792964,1.416646429714379,0.35416160742859476,0.1812226217625072,0.0453056554406268,0.8430253986111979,0.21075634965279946,0.35416160742859476,0.23111119060351465,0.09057235317696545,normal,0,none,-0.10974182991394699,False
2026-05-01 01:20:00,8,1773.2193873468802,31.434618831983336,31.577858251375886,0.03347280334728033,0.0,1.051589069626572,False,0.5058957407928225,1.908533686338414,2.734327010368161,3.7725830293558613,2.775278145255666,1.8813009696579748,1.0549189404686257,1.5974300238855799,1.3333333333333333,0.5049772563918675,True,True,0.14841582236106615,0.04240452067459033,-0.18610344781548957,-0.04652586195387239,-0.35062352081601217,-0.08765588020400304,1.5387322283815328,0.3846830570953832,-1.499752853923341,-0.3749382134808352,0.35416160742859476,0.2500420239612193,0.09536034015543322,normal,0,none,-0.14323941939255036,False
2026-05-01 01:30:00,9,1770.783509279149,31.445503375704686,31.486503513384104,0.03765690376569038,0.0,1.0468230970034063,False,0.5018581385958613,1.8713147305533757,2.715097013295184,3.7287723096193863,1.9394720427937375,1.878114512012557,1.8570543088225204,1.5321114244905663,1.5,0.5016360840610489,True,True,0.022321413603250736,0.006377546743785925,-0.1902473959595339,-0.04756184898988348,-0.5195939250636961,-0.12989848126592402,0.24489384744487055,0.06122346186121764,0.6154421973688745,0.15386054934221863,0.15386054934221863,0.23524487401983454,0.09159901485581998,normal,0,none,-0.04100013767941846,False
2026-05-01 01:40:00,10,1770.4318497226955,31.684547611280173,31.617361020636018,0.04184100418410042,0.0,1.0530257427489005,False,0.5067446748848438,1.9622280314604323,2.7346695171349,3.8722223019044906,1.4418209768502894,1.2523350983971895,1.5494829702911095,1.1888097033271603,1.6666666666666667,0.5066210680104188,True,True,0.21045256684101016,0.06012930481171719,-1.0040656632011267,-0.25101641580028167,-1.4076691615381431,-0.3519172903845358,-0.5254762749257116,-0.1313690687314279,-0.19560965104424288,-0.04890241276106072,0.15386054934221863,0.2227242086848167,0.0885211104546344,normal,0,none,0.06718659064415533,False
2026-05-01 01:50:00,11,1768.496277692216,30.918629945835406,30.601014916697885,0.04602510460251046,0.0,1.0285440215562336,False,0.493333823865509,1.9422491537777695,2.7144842791762502,3.936987613294601,2.238842155194225,2.2900107330504054,1.7288577865240218,2.3192446117908285,1.8333333333333333,0.49375329722572386,True,True,-0.27517157596686637,-0.07862045027624753,0.3454184658363229,0.08635461645908073,1.5166134352712006,0.37915335881780016,0.7083225546392127,0.17708063865980317,0.27739370797846163,0.06934842699461541,0.37915335881780016,0.24679023178219878,0.0945220911309709,normal,0,none,0.3176150291375208,False
2026-05-01 02:00:00,12,1769.8355228544794,30.214182602226476,30.743561146295058,0.0502092050209205,0.0,1.026629626533954,False,0.4881673343801351,1.8897373333846998,2.7059021019884977,3.871085179806735,2.417097742168584,1.3929426376963912,2.4380887885400426,2.4199589020295833,2.0,0.48821270151660534,True,True,-0.48427127838664813,-0.13836322239618518,-0.8212073244576382,-0.20530183111440956,1.7771477163608238,0.44428692909020595,0.9842644499717185,0.24606611249292962,2.147604104966528,0.536901026241632,0.37915335881780016,0.2671537897876759,0.09988179734977407,normal,0,none,-0.5293785440685816,False
2026-05-01 02:10:00,13,1771.1952662346712,31.002682725887855,30.709219020539496,0.05439330543933055,0.0,1.0156582408907502,False,0.4839475163110739,1.8091971790641936,2.7032607960750963,3.73841608456829,1.221459792739982,1.5035702932142216,1.4024123304570801,1.88624597727548,2.1666666666666665,0.4836209311306441,True,True,-0.6575627206235006,-0.1878750630352859,-0.6773374480064809,-0.16933436200162022,0.3965043853159916,0.0991260963289979,-0.8665981653148201,-0.21664954132870504,-0.5834283433002757,-0.14585708582506893,0.17792894365138126,0.2534268903820921,0.09623995110962644,normal,0,none,0.2934637053483584,False
2026-05-01 02:20:00,14,1767.4214351847158,32.72474673197651,32.61560626267042,0.058577405857740586,0.0,1.0005968991590066,False,0.4820205936024495,1.740833574801406,2.723541318606165,3.6115336106099507,2.241034139909338,2.557079320336181,1.582200653161347,1.3867616352272918,2.3333333333333335,0.48272383354181103,True,True,-0.6914187983296898,-0.1975482280941971,0.6927378090596529,0.17318445226491322,-0.8955942201803432,-0.2238985550450858,0.711715774605525,0.17792894365138126,-0.10933458622707563,-0.02733364655676891,0.17792894365138126,0.2418118216542904,0.09325153760016265,normal,0,none,0.10914046930609089,False
2026-05-01 02:30:00,15,1771.033334752016,33.12468323445417,32.953887553500245,0.06276150627615062,0.0,0.992625342545447,False,0.479167922539508,1.8450863057257383,2.6942755654435,3.850604806655455,2.381183037066936,2.2277726568941048,1.255374275360204,1.9863477590743785,2.5,0.4788883451556748,True,True,-0.8361684827103263,-0.23890528077437895,0.26447862954266216,0.06611965738566554,0.6554541897076112,0.1638635474269028,0.928668033812923,0.23216700845323074,-0.9711611110633948,-0.2427902777658487,0.23216700845323074,0.24032800423874273,0.09287582288884823,normal,0,none,0.1707956809539226,False
2026-05-01 02:40:00,16,1771.3247291478672,34.413587723036215,34.081733844353664,0.06694560669456066,0.0,0.9988671728763476,False,0.47922935432114006,1.8132253549166437,2.7094962624034613,3.7836274814283795,3.250249465757703,1.1757277003806414,1.2030777207643073,1.8867790915059817,2.6666666666666665,0.4788709507581253,True,True,-0.8368249398030871,-0.23909283994373917,-1.1036926220867285,-0.2759231555216821,0.3978834799057774,0.09947086997644435,2.2739938189580347,0.5684984547395087,-1.1090647839906684,-0.2772661959976671,0.23216700845323074,0.23907246642558702,0.09255897232503572,normal,0,none,0.33185387868255134,False
2026-05-01 02:50:00,17,1770.1065097377925,32.95911289223396,33.1824485975739,0.07112970711297072,0.0,1.0159149888722074,False,0.4837816441991706,1.7249217246158661,2.6786434921975486,3.565496428603075,2.02164310221079,2.497157256913751,0.7863391971110317,1.5680285113381087,2.8333333333333335,0.4837525343937498,True,True,-0.6525960699964581,-0.18645601999898803,0.6148099182358799,0.15370247955896998,-0.4266812671034931,-0.10667031677587327,0.3720956830893434,0.09302392077233584,-2.2079856116848413,-0.5519964029212103,0.26111509101540264,0.2424636394394048,0.0934170138680268,normal,0,none,-0.22333570533994163,False
2026-05-01 03:00:00,18,1768.6397922154626,33.40447195926114,33.347461257229675,0.07531380753138076,0.0,1.053442423564267,False,0.50559725311736,2.074888375587248,2.714521588933516,4.103836329794342,2.455983674972017,2.3868870758342156,1.688464533470274,1.1894427187147243,3.0,0.5059860927909656,True,True,0.18648887477571663,0.05328253565020475,0.471404932801632,0.117851233200408,-1.406031636133092,-0.351507909033273,1.0444603640616106,0.26111509101540264,0.17087850825573048,0.04271962706393262,0.26111509101540264,0.24533309352801982,0.09414861453339932,normal,0,none,0.0570107020314623,False
